"1816" "1817" "1818" "1819" "1820" "1821" "1822" "1823" "1824" "1825" "1826" "1827" "1828" "1829" "1830" "1831" "1832" "1833" "1834" "1835" "1836" "1837" "1838" "1839" "1840" "1841" "1842" "1843" "1844" "1845" "1846" "1847" "1848" "1849" "1850" "1851" "1852" "1853" "1854" "1855" "1856" "1857" "1858" "1859" "1860" "1861" "1862" "1863" "1864" "1865" "1866" "1867" "1868" "1869" "1870" "1871" "1872" "1873" "1874" "1875" "1876" "1877" "1878" "1879" "1880" "1881" "1882" "1883" "1884" "1885" "1886" "1887" "1888" "1889" "1890" "1891" "1892" "1893" "1894" "1895" "1896" "1897" "1898" "1899" "1900" "1901" "1902" "1903" "1904" "1905" "1906" "1907" "1908" "1909" "1910" "1911" "1912" "1913" "1914" "1915" "1916" "1917" "1918" "1919" "1920" "1921" "1922" "1923" "1924" "1925" "1926" "1927" "1928" "1929" "1930" "1931" "1932" "1933" "1934" "1935" "1936" "1937" "1938" "1939" "1940" "1941" "1942" "1943" "1944" "1945" "1946" "1947" "1948" "1949" "1950" "1951" "1952" "1953" "1954" "1955" "1956" "1957" "1958" "1959" "1960" "1961" "1962" "1963" "1964" "1965" "1966" "1967" "1968" "1969" "1970" "1971" "1972" "1973" "1974" "1975" "1976" "1977" "1978" "1979" "1980" "1981" "1982" "1983" "1984" "1985" "1986" "1987" "1988" "1989" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000" "2001" "2002" "2003" "2004" "2005" "2006" "2007" "2008" "2009" "2010" "2011" "2012" "2013" "2014" "2015" "2016" "2017" "2018" "2019" "2020" "2021" "2022"
"26" 240881.71 240523.08 242651.68 250137.91 258487.11 269671.21 264554.06 255659.24 261282.22 266252.49 266778.55 260465.18 256011.26 256505.38 256970.03 257158.22 256295.53 255471.39 255933.89 256663.28 257809.76 259259.25 260965.53 262782.2 264278.49 265208.93 268635.82 272346.81 273830.38 275504.58 276180.78 275865.01 276134.3 276963.93 277617.94 277494.35 278628.89 280554.37 280533.92 279880.64 279664.13 280636.84 282793.02 284741.09 285548.24 292068.36 294368.18 296341.75 297171.96 296641.43 297749.37 300962.59 303341.79 291448.75 288670.39 284873.41 284606.7 282146.8 274895.31 272668.35 279635.99 286867.86 286694.03 282443.82 276198.48 271792 275127.81 281718.2 284383.79 287483.32 298321 306013.66 294978.87 298207.27 297974.69 298980.19 304414.85 309767.67 303026.57 295686.9 315203.71 296645.05 280595.8 317952.35 310036.64 323613.72 331100.64 316112.76 310234.72 304422.78 311217.75 309550.27 311423.66 312573.9 309734.18 317299.35 315410.78 306268.88 260545.21 260204.21 263419.26 260099.11 259633.66 261438.35 316727.89 317937.92 320628.33 327601.45 326706.32 326210.68 337675.26 342390.54 343584.35 341244.93 337784.04 337188.24 333648.21 331817.25 328025.63 328350.08 326213.19 316821.61 308088.7 304245.98 298991.45 259232.68 154248.2 155555.24 170169.15 177742.74 294457.01 344320.86 333872.46 321587.57 317614.47 319298.57 317594.99 314168.57 312541.48 310640.72 315821.23 324743.39 319539.93 310674.14 304431.57 298920.09 293212.43 293936.24 291380.49 288976.99 287340.33 248465.42 271051.45 289919.66 303773.79 305690.71 359500.71 419404.84 428643.33 432181.22 429794.3 421212.57 416248.44 415997.13 414931.47 418420.56 417569.44 419177.06 419177.7 425362.77 424762.25 427340.69 423779.18 429800.09 436842.62 434821.46 429975.26 421419.46 416555.68 417572.28 417057.06 427371.5 428218.61 425135.34 403096.33 384216.46 361579.17 366772.37 372868.74 373311.28 392963.32 405457.72 401166 386274.57 377663.24 387315.49 389288.66 387707.59 384189.24 384190.75 379869.61 374090.86 369120.34 357239.36 352140.27 358082.7 364117.46
"27" 239737.47 239690.62 238246.19 240616.42 248043.67 256787.98 267576.34 261783.18 252919.02 258618.74 262627.28 263673.45 258622.03 253645.31 254080.66 254542.33 254427.98 253762.57 253042.28 253354.5 254298.65 255275.31 256532.25 258471.46 260363.69 261400.59 262186.58 266097.48 269868.08 271311.06 272509.57 272843.19 272926.94 272885.04 273909.22 274388.91 274087.47 275713 277258.24 277231.67 276803.41 276890.16 277776.31 279599.77 282114.12 287413.91 288475.89 291354.26 293524.8 294756.63 294267.9 295800.76 298021.69 287342.44 288103.98 283333.99 279536.4 282276.07 281615.85 273632.25 273030.9 279552.5 283398.3 283736.1 280032.19 272785.07 267546.55 271554.66 280041.37 283551.32 290760.52 301939.7 304560.78 292906.05 295808.32 294600.99 295026.9 301692.21 307917.08 301416.01 290110.54 307287.61 295500.88 280367.96 314156.53 306216.06 319797.01 329083.83 314289.28 306981.16 302041.53 309533.55 307909.2 309364.94 310290.47 307540.48 315090.18 313299.78 256608.33 261510.89 260220.19 264150.36 261585.91 254481.18 310486.21 316390.54 317308.76 320692.53 328145.47 327264.81 326201.81 337223.18 342035.11 343130.4 340929.41 336800.8 335625.82 332389.27 330979.08 327272.44 327097.47 324613.41 315233.58 293759.95 302821.4 296548.94 258562.2 152845.03 154163.87 169967.31 185451.23 293702.96 343598.44 333210.96 320966.94 316979.08 318632.27 317052.93 314073.29 313382.56 312253.05 317611.91 325956.75 320273.68 311357.31 305175.69 302960.93 297957.63 296252.44 292743.98 289699.85 288128.41 249057.01 271694.23 291186.93 305424.53 306859.8 360310.21 419837.99 427666.71 432291.12 431770.32 422970.45 417974.85 417844.92 416746.47 420065.5 419144.56 420647.94 420385.38 426441.24 426012.83 428500.13 424924.38 430942.08 438021.31 436248.01 431177.23 422151.87 416696.88 417304.15 416705.96 427259.65 428926.53 426544.47 404532.12 385860.45 363517.43 368782.74 374767.11 375196.17 394591.61 407402.33 403068.58 387506.03 379217.13 388919.27 391286.39 390565.21 386290.08 385378.14 382085.72 375917.22 371379.9 361955.32 356578.94 361612.05
"28" 240189.34 238069.97 237076.43 235839.35 238648.32 245686.47 254118.06 264995.69 259020.29 250046.21 256407.38 260823.13 261888.21 256786.47 251311.26 251574.32 251860.45 251733.92 251295.83 250614.32 250889.12 251686.64 252547.1 253877.11 255899.01 257565.97 258505.19 259457.48 263657.76 267533.84 268767.15 269820.86 269882.48 269624.66 269781.42 271204.03 271826.33 271464.11 272422.94 273833.94 274233.27 274255.14 274534.97 274825.82 276583.35 283582.01 284262.2 286149.74 288283.42 290587.59 291687.6 292004.71 294476.9 283218.83 283205.98 281756.11 278069.33 276945.88 280043.82 281146.28 274592.33 271930.2 275722.33 279930.11 280779.36 275469.97 268732.21 264821.01 267979.17 278344.03 281377.27 285873.33 298806.29 303238.82 290832.32 293415.75 292554.45 292255.17 299015.14 306110.07 293247.41 280371.44 301397.16 291189.03 277349.72 310363.24 302494.51 316029.33 327118.08 312566.44 304387.15 300233.54 307915.27 306280.35 307428.73 307934.83 305248.62 313221.82 262678.54 257780.45 261444.27 261154.68 265946.7 257368.05 303269.02 310069.8 315755.25 316776.26 320710.47 328694.56 327312.7 325787.23 336871.46 341684.64 342842.54 339822.48 335028.27 334140.74 331251.16 330151.09 326261.74 325647.85 323108.42 300542.84 292462.28 300804.37 296122.28 256334.3 151623.57 154192.69 177565.94 185134.18 293158.65 342921.73 332621.3 320321.51 316382.86 318132.27 316887.05 314792.68 314985.8 314307.49 319180.78 326737.58 320999.38 312156.79 309005.46 307470.9 300173.12 297725.27 293634.53 290313.19 288544.9 249582.06 272629.16 292505.67 306559.24 307526.94 360710.23 419671.47 428489.26 434375.08 433639.72 424874.74 420098.78 420069.21 418598.42 421630.79 420798.91 422117.79 421690.22 427693.89 427538.22 430086.36 425911.08 431996.89 439683.97 437778.55 432165.27 422808.15 416997.12 417459.38 416862.02 427933.99 430523.66 428702.7 406722.36 388157.11 365857.67 371297.96 377072.18 377195.27 396430.85 409093.38 405304.04 390398.36 381823.85 391604.91 394420.13 393601.59 389502.77 388604.64 384588.11 379288.04 377007.94 367421.88 361139.02
"29" 243038.35 237364.98 235609.07 234314.06 233474.19 236101.23 243032.87 251910.2 262414.72 256141.78 248718.38 255206.88 258444.81 260103.41 254965.36 249641.09 249555.87 249222.59 249122.16 248840.45 248522.39 248566.64 249051.62 249873.1 251132.38 253202.53 254926.88 255831.62 256831.68 261352.03 265806.02 266598.99 266928.26 266530.93 266468.07 267984.24 269363.28 269306.1 268462.73 269008.67 270939.98 271875.08 272015.64 272087.38 272033.09 279083.64 281811.39 282540.29 283753.59 285067.02 287558.68 290099.39 291168.73 281364.56 280053.99 279168.16 279362.97 276326.64 274443.28 277846.57 272776.99 264727.39 267833.14 271903.94 276473.2 278243.31 273853.14 267210.75 262070.96 264373.81 269272.7 272576.53 281810.22 295808.13 301911.99 289057.08 291246.47 290360.8 289528.48 296392.7 296289.84 281974.76 274897.75 293742.28 285209.97 274331.06 306619.34 298822.45 312310.58 325204.23 311450.27 302331.58 298504.05 306374.79 304847.03 305556.53 305709.24 303422.85 262744.74 263689.81 257566.96 262209.78 263057.72 258763.59 302914.05 302730.89 309426.6 315272.62 316320.53 320780.91 328783.46 326943.07 325486.51 336520.26 341430.39 341904.9 338167.43 333431.18 332679.7 330053.59 328960.77 324974.69 324369 307773.78 298885.55 290612.86 300382.17 293542.8 254701.29 151962.54 161315.48 177532.42 185090.41 292589.95 342303.54 331955.84 319690.77 315907.95 317984.82 317463.33 316177.83 317039.52 316051.78 320237.36 327487.23 321875.2 316225.72 313368.19 309426.49 301565.99 298709.85 294399.04 290836.52 289071.14 250247.93 273649.49 293405.63 307210.68 307747.74 361246.82 421138.89 430127.05 435843.68 435125.84 426600.3 422007.34 421872.81 420333.43 423476.37 422634.45 423816.88 423257.57 429268.67 429497.32 431888.95 427269.46 433723.36 441635.29 439279.83 433233.49 423717.93 417773.71 418177.49 418243.2 429817.91 432675.25 431413.16 409354.11 390950.84 368733.26 374012.86 379680.99 379556.93 398366.65 411514.09 408613.96 393780.2 384801.07 395031.81 398159.54 396915.32 393499.99 391948.8 387884.75 384904.85 382603.14 371986.19
"30" 232950.98 238557.41 235190.03 232985.7 231572.27 230509.22 233576.53 241141.64 249708.41 259745.45 255195.92 247671.02 252317.97 256051.64 258307.61 252723.49 246636.74 246859.49 246690.11 246536.69 245888.95 245503.89 245987.28 246451.91 247109.34 249110.18 251225.5 252243.78 253267.36 254325.32 258288.17 262317.58 263442.96 263628.96 263320.39 264060.29 265444.16 266527.71 266389.36 265329.93 266827.52 269140.85 269588.64 269680.76 269772.9 275535.58 277738.2 279880.03 280734.91 281181.92 284346.69 288174.88 289500.67 278502.58 279726.77 278782.89 277723.79 277329.31 274661.49 271947.89 272864.05 269396.63 262554.88 263757.29 268099.38 273980.87 276460.95 272022.24 265643.46 259294.61 264244.26 271203.93 271389.22 277886.73 292798.02 298259.5 284664.11 288565.25 288201.14 286862.94 285896.82 285028.34 276424.08 272755.57 289326.88 279187.96 271413.82 302976.24 295200.01 308644.43 320869.48 308013.82 300280.09 296804.46 304950.67 302973.36 303291.8 303174.72 254645.57 263961.01 263386.37 258158.9 263842.76 259032.82 307530.62 302298.31 302116.08 308875.09 314729.9 315918.44 320355.21 328241.86 326499.82 325091.08 336216.98 340420.55 340122.63 336427.78 331793.03 331223.29 328761.94 327764.61 323764.59 309322.1 305964.97 296542.64 290374.88 298216.61 292115.38 255238.99 158785.02 161228.22 177528.75 184789.85 292041.11 341717.72 331401.14 319164.89 315722.44 318603.31 318692.47 317976.05 318773.52 317256.55 321249.88 328347.11 325755.3 320476.65 315071.06 310605.42 302505.02 299537.78 295022.95 291513.99 289807.72 251051.46 274407.3 293999.25 307630.99 309296.43 363130.56 421952.58 430720.21 436447.33 435934 427625.14 423458.12 423463.96 421808.07 425026.17 424256.14 425379.26 424780.69 430918.76 430690.32 433125.18 429059.6 435523 443278.29 440578.17 434231.79 424729.66 418732.57 419563.31 420367.58 432081.27 435156.17 434385.72 412295.86 393892.29 371494.76 376644.57 382196.67 381991.05 400875.63 413934.66 411118.86 396977.89 388099.52 398031.17 401611.02 401139.21 397256.55 395404.58 393500.22 390922.42 387462.27
"31" 223302.23 230997.87 236941.84 232856.2 230379.37 230456.38 229717.18 231714.16 239274.52 247444.25 258187.3 253350.39 244572.13 249400.22 253631.16 253685.3 247293.09 243534.79 244300.09 244199.14 244031.91 243090.28 242737.42 243436.2 243778.06 244815.45 246784.34 248466.41 249674.51 250804.59 252020.82 255922.29 259339.53 259897.7 260497.04 261058.91 261819.97 262642.7 263279.65 263346.83 263099.59 264679.88 266712.06 267214.98 267469.95 272777.26 273519.39 275408.73 277861 278735.7 280042.52 283401.53 286965.33 276975.68 277301.72 276880.46 275123.25 274754.64 275375.06 272988.85 271422.83 272725.91 268805.89 260411.61 259693.26 268234.85 274977.65 274218.47 270141.28 264072.6 260754 264894.9 269784.28 270338.4 273934.57 286049.59 293076.42 282231.48 285908.78 286113.51 290039.6 286856.14 279431.92 273904.89 273556.91 285013.65 273261.78 268491.54 299435.21 291624.94 306253.08 317793.78 304658.41 298421.45 295310.19 303971.7 301478.1 300741.54 254984.79 255842.13 263711.75 263796.9 259735.02 258278.95 305234.55 307165.55 301896.75 301632.75 308410.67 314286.37 315523 319974.15 327933.7 326142.83 324793.99 335243.75 338716.84 338426.5 334834.19 330275.92 329911.5 327662.69 326680.95 308750.15 307735.49 303513.81 295842.16 288287.88 296978.23 292849.04 266494.45 158419.72 161005.6 177266.12 184462.57 291481.22 341146.8 330910.62 318930.67 316308.09 319929.83 320293.98 319427.42 319964.29 318409.81 322427.87 332272.4 329624.27 321913.12 316105.26 311395.98 303279.79 300047.96 295643.08 292407.04 290690.88 251566.82 274805.12 294333.04 308672.59 310464.85 363542.79 422053.31 430758.44 436688.78 436392.77 428417.81 424647.81 424620.96 422803.09 426189.16 425571.25 426650.21 426072.51 432168.38 431839.18 434568.33 430597.26 436865.77 444550.85 441590.27 435172.02 425725.52 420279.16 421636.71 422667.7 434510.53 437714.58 437424.53 415093.42 396730.72 374114.44 379194.93 384661.02 384011.67 403548.03 417354.92 414388.83 400557.75 391004.88 401034.38 405495.08 404149.15 400929.02 399941.68 397591.72 394926.48
"32" 221673.75 220872.17 229322.25 235183.97 230548.2 229098.86 229056.67 227417.34 229890.45 237353.93 245588.73 255795.62 250204.43 241433.19 246452.29 250009.44 250296.47 244593.41 240596.09 241785.8 241525.4 241127.99 240256.01 240003.64 240833.94 241464.16 242724.33 244322 245823.43 247187.24 248381.87 249571.66 253391.37 255977.54 256509.28 257751.41 258488.61 259394.66 259403.97 259899.27 260226.79 260250.83 262255.33 264208.78 264965.88 269699.64 269904.72 270954.83 272994.15 275645.8 275147.61 275561.56 280530.33 273949.68 275981.53 273166.49 270847.92 270862.32 271871.45 273404.72 269721.85 267180.98 270380.41 268247.54 258271.73 259208.64 268075.55 272088.66 271933.6 268282.69 261209.92 256319.8 261061.35 268490.86 269243.61 278600.18 292260.88 292091.27 279816.24 283333.98 282525.35 287356.23 283639.49 276849.01 274205.07 274410.68 280748.74 267287.49 265572.65 295740.73 289217.15 305047.99 314610.04 301271.3 296588.36 294004.3 303128.8 299677.49 252809.25 256065.18 255693.5 264178.43 265198.74 254890.67 305259.52 304862.97 306986.3 301677.05 301224.87 308007.51 313845.43 315169.79 319682.78 327590.86 325874.48 323822.05 333631.53 337114.92 336773.27 333240.65 328832.55 328685.39 326478.52 311123.82 306743.35 305543.99 302718.78 293310.12 287244.76 298086.56 305960.47 265775.02 158050.77 160701.06 176941.7 184111.53 290955.28 340590.17 330659.97 319347.34 317492.2 321652.86 321647.61 320424.97 321128.63 319756.69 326669.85 336075.51 330554.41 322732.37 316765.06 312016.91 303796.39 300627.85 296449.55 293339.35 291216.88 251770.48 274905.27 294652.87 309311.26 310888.11 363651.03 422033.61 430853.21 436947.92 437114.52 429121.39 425173.25 425084.67 423232.72 426817.54 426381.78 427554.18 426776.21 432990.18 432891.66 435548.46 431395.31 437515.74 445216.76 442191.67 435694.54 426939.99 422263.72 423679.46 424897.78 436803.77 440065.87 439976.78 417910.06 399388.57 375746.14 380840.92 387189.37 387135.65 406576.78 419734.67 416955.23 402997.01 393393.95 404540.63 408677.82 407747.08 406494.36 405403.82 402210.11
"33" 219527 219507.14 218778.4 227524.91 233464.68 229040.71 227307.01 226441.04 225163.26 228009.8 234767.75 242497.53 252754.91 247014.97 238275.01 244146.17 247853.89 248052.94 242073.53 237697.02 238832.24 238436.08 238427.88 237472.34 237243 238180.13 239042.32 240614.22 241970.03 243248.03 244597.58 245819.65 247110.88 250486.38 252782.94 253822.95 255560.04 256284.74 256517.56 256034.56 256900.16 257940.22 258140.67 259768.07 261833.85 267046.68 266892.28 267347.54 268313.33 270393.84 271194 270685.27 272272.7 266180.82 272361.41 271059.59 266635.48 266005.87 266697.47 268970.8 268145.23 264660.8 264351.92 268069.17 267683.37 261535.41 260908.08 264686.42 269169.8 269691.18 263214.79 256159.17 253031.7 257341.84 267146.9 269677.31 276028.2 289567.91 291124.99 277487.52 282577.33 282637.59 286516.51 283754.36 277441.36 274558.01 275311.52 276484.74 261413.67 262698.29 293327.35 287929.35 303846.51 311549.77 297976.7 295294.11 293231.31 303164.69 253539.31 254021.96 256009.41 256361.86 265845.77 259625.35 300193.78 304933.93 304647.45 306920.8 301404.03 300722.61 307530.09 313442.11 314874.63 319381.63 327291.48 324868.22 322236.67 332072.36 335511.91 335177.7 331834.26 327678.75 327490.72 310941.04 308782.32 304104.05 305007.21 300001.65 291707.1 288374 311425.43 304986.01 265080.3 157687.56 160364.84 176650.84 183829.44 290462.5 340213.15 330982.05 320317.53 319048.44 323116.05 322548.79 321410.62 322494.67 323729.32 330583.52 337206.97 331007.77 323260.77 317265.44 312490.05 304403.33 301328.05 297281.27 293930.57 291390.51 251672.55 274483.52 294704.37 309908.15 311178.9 363780.02 422181.31 431086.77 437332.14 437810.31 429661.96 425509.6 425421.48 423600.16 427459.64 427231.75 428220.31 427177.19 433571.38 433500.97 435917.78 431524.57 437576.56 445402.04 442298.64 436516.37 428713.68 424171.44 425498.05 426853.98 438893.07 442160.33 441821.33 419959.82 401739.46 377745.04 382885.67 389894.18 390271.26 409697.99 422712.23 419341.9 405414.73 396623.86 407759.75 411719.79 411835.88 410704.55 409107.66
"34" 217022.19 217768.37 217352.16 216583.82 225779.2 231233.12 226205.64 224794.83 223868.9 222836.6 224983.42 231542.91 239811.54 249674.32 243828.95 236866.88 242570.66 245014.23 245993.52 239577.86 234672.63 236034.67 235805.08 235807.96 234685.96 234441.98 235852.53 237028.07 238599.56 239672.77 240759.52 242211.61 243402.57 244285.07 247751.79 251558.83 252696.01 253472.97 253619.19 253509.49 254499.62 255800.43 256015.83 255975.99 257417.22 263784.45 264258.89 264475.52 264729.27 265506.98 267320.94 268281.83 268067.58 257862.44 262998.73 266492.26 264361.58 262275.72 261270.16 262515.88 266024.62 266243.47 262924.19 261556.65 265741.56 259033.39 250850.59 256736.51 261280.34 266303.07 267833.22 261776.71 254484.1 249847.46 253573.7 256850.4 259112.73 271291.26 286896.26 290244.72 276945.13 282562.16 281805.93 284228.49 282518.89 278135.99 275008.85 276262.45 272321.82 255536.64 261031.43 292167.88 286739.63 302745.65 308539.09 295189.49 294419.99 292964.33 255581.41 254164.03 253930.3 256582.4 258061.2 260188.73 305663.87 299872.69 304758.3 304616.34 306895.67 301115.55 300243.01 307160.45 313130.25 314553.2 319037.24 326178.46 323159.22 320608.18 330424.03 333899.52 333743.41 330545.38 326375.08 311863.72 308671.4 305827.57 303196.64 302647.41 298397.49 292442.39 301263.9 310032.75 303799.04 264426.59 157328.41 160089.69 176400.76 183516.9 290155.71 340254.63 331710.13 321616.22 320287.76 324104.15 323426.88 322585.46 326303.63 327343.1 331916.8 337887.27 331264.98 323624.18 317558.86 312972.12 305083.29 302012.77 297755.04 294173.03 291228.28 252435.65 275897.13 295392.6 310375.93 311480.03 364035.47 422430.19 431394.89 437551.81 438135.39 429846.84 425581.87 425564.72 423788.6 427942.37 427568.14 428488.75 427594.87 434041.19 433778.3 435890.53 431411.09 437479.17 445412.33 443025.69 438004.01 430455.28 426034.27 427254.21 428703.84 440662.25 443947.33 443815.14 421628.91 403501.8 379825.69 384908.89 392508.35 393270.69 412513.32 425091.41 421660.01 408298.96 399606.7 411039.23 415238.47 415309.14 414131.33
"35" 214880.03 215119.32 215426.51 215121.14 214457.3 221196.25 226615.26 223923.78 222319.51 221203.33 219866.59 222340.88 229224.84 237100.7 246633.8 242499.83 235159.98 239184.18 242358.66 243942.21 238720.57 233226.24 233355.83 233298.72 233210.92 232728.86 232882.94 233971.39 235090.19 236633.44 237639.95 238461.71 239788.87 240617.51 241612.07 244640.11 248209.89 250332.28 250921.15 250817.95 250698.27 251708.16 253550.55 254044.21 253958.74 259841.75 261445.85 261866.29 262021.11 261983.95 262778.97 264519.52 265404.66 255014.47 254302.24 259247.52 263056.87 260342.57 258038.21 256526.83 260392.94 265305.48 264442.59 261224.58 258738.67 259137.36 254420.49 248479.74 252565.25 257929.86 262482.36 264387.01 259837.88 252908.64 246633.05 252541.26 258637.39 257817.12 266590.05 284305.93 285511.07 271952.79 281698.84 279354.29 280372.87 281286.14 278926.77 275405.93 277161.92 268106.19 250728.52 260249.53 290949.15 285598.04 301699.41 307520.63 294262.98 293415.64 247529.42 256002.25 253534.36 254396.23 258127.5 253451.39 307113.02 305382.82 299611.32 304534.62 304446.12 306809.4 300783.98 299829.03 306816.17 312728.09 314265.31 318062.88 324529.94 321596.62 319070.89 328800.76 332460.29 332406.19 329256.39 310906.22 309639.37 305777.96 304580.1 300403.64 301293.53 299065.18 305162.46 299865.56 308624.91 302955.05 263799.53 156980.8 159793.44 176082.51 183327.71 290363.82 340709.7 332692.89 322679.33 321127.8 325038.63 324444.63 326095.48 329793.62 328463.82 332649.26 338184.03 331400.12 323889.87 317941.13 313572.22 305791.32 302380.22 297913.14 294124.34 290598.43 252253.55 276425.61 295826.95 310721.14 311766.98 364272.42 422732.54 431807.1 437870.55 438558.51 430141.39 425770.83 425822.49 424129.4 428229.5 427771.86 428964.2 428147.6 434494.99 433992 435949.55 431460.26 437518.12 445971.48 444348.4 439633.94 432211.2 427886.33 428998.1 430417.25 443249.52 446347.59 445377.55 423018.49 404875.3 381766.6 386719.86 394289.62 395739.77 415007.9 427963.11 424872.88 410978.57 401799.1 413660.04 418102.28 417908.93
"36" 210445.06 211283.46 212574.2 213011.38 212950.76 212200.8 219207.86 224814.74 221652.99 219717.3 219794.25 218642.09 220040.12 226882.77 234445.01 245120.05 240491.36 231571.56 235963.07 239685.03 239408.53 233856.37 230426.27 230829.38 230811.37 231072.46 230679.51 230766.3 232125.59 233182.89 234684.24 235332.6 235897.08 236986.15 237980.05 239692.43 242519.75 245610.96 247509.27 248237.53 248730.69 248573.75 249178.31 251230.89 252210.85 256686.89 257422.21 258834.66 259437.94 259450.74 259531.23 260018.63 261222.16 252732.2 252110.21 252602.33 256788.83 258720.52 256438.86 253782.15 254827.16 259137.28 262333.33 262662.16 259480.27 258911.5 260165.09 254440.12 246102.52 248426.32 258715.66 263753.99 262015.22 257981.53 251306.11 249142.5 254947.76 258080.81 256543.03 261936.69 273840.71 277278.86 271019.6 279441.59 275591.39 276572.48 280152.7 279718.95 275906.71 278061.72 271386.64 253053.46 259552.87 289841.14 284471.86 299571.06 305543.04 293282.01 248271.4 248353.66 255120.96 253323.4 256056.55 254117.48 299148.05 305826.5 304351.68 299469.05 304388.02 304264.53 305627.04 299593.01 299485.22 306440.83 312400.65 312774.31 315932.24 322843.21 319999.59 317463.56 327371.56 331270.02 331185.03 313426.35 308567.07 306760.69 304507.37 301366.94 298596.99 302195.69 312327.61 304158.95 298887.36 307671.98 302165.04 263162.17 156641.11 159474.04 175836.78 183482.26 290996.3 341389.83 333378 323322.74 321894.6 326137.66 328051.05 329678.26 330896.09 329026.59 333060.97 338389.7 331482.76 324248.48 318385.73 314142.52 306184.49 302448.03 297819.4 294924.8 291748.77 252757.53 276920.51 296319.52 311219.29 312175.5 364718.3 423200.03 432242.88 438203.19 439035.95 430546.19 426125.43 426324.52 424722.62 428802.43 428292.46 429647.24 428681.71 434878.76 434189.88 436050.76 431551.38 438206.67 447179.12 445643.62 441237.64 433961.61 429691.36 430501.12 432334.92 445011.46 447935.17 447364.88 424447.78 406367.73 383641.02 388741.6 396230.19 397856.47 417071.21 430147.97 427473.81 413038.36 404073.12 416392.9 420566.73
"37" 206078.74 207714.58 208977.8 209963.78 210652.97 210416.03 209692.54 217424.53 223013.68 219246.11 218026.95 217971.05 215944.48 217729.7 224610.07 232633.72 242590.58 236938.55 228157.74 232728.98 235962.41 236212.43 231564.03 227808.96 228316.23 228397.27 228629.58 228210.78 228661.61 230311.44 231119.91 232138.67 232606.06 232934.69 234308.68 235905.45 237668.22 240239.14 242558.57 244549.65 245511.17 246270.25 246388.07 246561.17 249046.32 253796.61 253355.3 254749.8 256193.43 256902.99 256223 255981.51 256644.42 248307.44 249584.39 247532.61 247684.15 252459.83 254499.75 252516.81 250544.87 252173.3 255833.1 259377.04 260832.96 256847.71 255155.79 258147.55 254453.18 243741.45 246177.24 256963.98 260709.78 259723.88 256108.78 249307.9 245573.59 251630.73 257535.93 255292.44 261044.85 272167.59 274026.62 268754.52 275825.56 271833.56 272921.13 279067.34 280511.06 276306.55 275885.4 271654.42 255311.61 258926.36 288746.86 282352.44 296494.97 303344.25 248208.21 248936.96 247896.31 254862.19 254422.75 251625.34 299077.02 297710.06 303911.33 303404.02 299414.75 304327.16 303197.33 303657.22 298446.28 299032.46 306073.73 310910.56 310150.84 313863.75 321195.96 318296.79 316128.28 326344.75 330282.97 315348.23 310837.57 305566.73 305580.47 301398.67 299268.62 299087.07 315514.48 311056.08 303041.19 298025.32 306824.99 301418.12 262554 156310.71 159253.15 175929.62 183961.98 291915.55 341971.07 333791.88 323904.15 322828.06 329672.75 331322.92 330647.77 331422.62 329270.1 333316.58 338773.77 331968.31 324744.13 318880.85 314407.72 306267.48 302285.25 298043.57 295497.02 292185.26 253152.17 277395.55 296868.78 311745.2 312495.98 364913.32 423331.68 432308.52 438169.64 439191.09 430637.14 426188.25 426503.48 424893 428906.59 428238.71 429615.12 428521.5 434632.58 433815.85 435610.46 431971.5 439509.08 448385.2 446896.78 442836.83 435694.41 431322.82 432385.68 434812.76 447573.93 449836.83 448603.95 425818.15 408528.52 386214.77 390910.13 398100.89 399967.12 420047.94 433193.96 429751.52 416510.25 408019.61 419593.27
