"1816" "1817" "1818" "1819" "1820" "1821" "1822" "1823" "1824" "1825" "1826" "1827" "1828" "1829" "1830" "1831" "1832" "1833" "1834" "1835" "1836" "1837" "1838" "1839" "1840" "1841" "1842" "1843" "1844" "1845" "1846" "1847" "1848" "1849" "1850" "1851" "1852" "1853" "1854" "1855" "1856" "1857" "1858" "1859" "1860" "1861" "1862" "1863" "1864" "1865" "1866" "1867" "1868" "1869" "1870" "1871" "1872" "1873" "1874" "1875" "1876" "1877" "1878" "1879" "1880" "1881" "1882" "1883" "1884" "1885" "1886" "1887" "1888" "1889" "1890" "1891" "1892" "1893" "1894" "1895" "1896" "1897" "1898" "1899" "1900" "1901" "1902" "1903" "1904" "1905" "1906" "1907" "1908" "1909" "1910" "1911" "1912" "1913" "1914" "1915" "1916" "1917" "1918" "1919" "1920" "1921" "1922" "1923" "1924" "1925" "1926" "1927" "1928" "1929" "1930" "1931" "1932" "1933" "1934" "1935" "1936" "1937" "1938" "1939" "1940" "1941" "1942" "1943" "1944" "1945" "1946" "1947" "1948" "1949" "1950" "1951" "1952" "1953" "1954" "1955" "1956" "1957" "1958" "1959" "1960" "1961" "1962" "1963" "1964" "1965" "1966" "1967" "1968" "1969" "1970" "1971" "1972" "1973" "1974" "1975" "1976" "1977" "1978" "1979" "1980" "1981" "1982" "1983" "1984" "1985" "1986" "1987" "1988" "1989" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000" "2001" "2002" "2003" "2004" "2005" "2006" "2007" "2008" "2009" "2010" "2011" "2012" "2013" "2014" "2015" "2016" "2017" "2018" "2019" "2020" "2021" "2022"
"49" 169993.71 168102.37 165893.49 163371.99 164230.53 166257.27 167338.17 170411.53 174649.9 172275.14 170238.63 174244.06 176511.17 178310.92 178738.05 179625.33 180304.42 179563.24 179077.69 187607.3 193687.38 190075.56 188544.6 187325.69 184725.31 184654.72 190144.75 198062.94 207632.38 202590.72 196607.11 201934.66 203418.91 203129.31 197894.9 194287.9 195414.34 195936.22 196327.66 195967.06 195007.64 195205.06 196940.88 198974.66 201569.5 206637.37 207452.94 209399.36 211397.84 213706.37 215438.78 216077.84 216489.12 208894.63 208511.65 207610.3 207672.87 207997.65 209030.14 210792.7 211229.91 211197.65 212160.12 213214.84 212916.55 213132.96 213832.5 214035.33 217040.77 222423.45 221963.75 219083.04 220573 222786.35 227749.19 229866.44 225346.25 221797.25 223991.61 229966.93 215654.42 225410.77 237922.16 227281.17 232039.41 234136.76 222733.95 212887.69 219586.12 226997.58 223136.34 221560.33 234289.17 241967.67 243661.37 238188.19 243661.1 239077.52 205834 213431.38 211821.29 205772.76 208996.46 219549.15 247291.44 240728.14 271066.82 264724.02 274726.77 281634.29 275015.73 272532.78 270196.92 273236.3 270724.95 274832.21 274343.81 272328.76 277909.52 277913.9 274093.4 277848.19 277071.5 265738.46 260823.5 260003.79 265539.42 269000.04 268131.17 272204.84 292685.71 291202.91 289199.54 295400.03 299383.63 303966.73 303397.48 302118.85 303292.36 301310.69 301259.24 301042.05 304632.47 302311.19 296123.94 293572.33 306326.68 303565.83 267816.52 161695.78 164327.7 179999.39 187494.45 295905.48 343481.48 335331.29 325832.35 323700.56 328465.61 327286.58 325310.83 326026.24 323824.62 325220.73 332014.44 326292.96 317241.77 311693.95 308016.2 300078.23 296523.84 292835.28 290017.72 288243.12 248936.79 271888.16 290919.2 305519.31 306783.01 358349.16 416458.81 424892.75 430554.98 432422.36 425723.93 422862.87 424517.33 423667.05 427745.52 427852.65 429235.51 429227.52 435759.9 435072.64 437818.11 435088.37 443507.39 452314.9 451147.15 445657.09 436800.78 432952.24 436027.76 437896.2 449211.13 451818.86 452121.61
"50" 163897.35 166948.01 165081.46 162993.52 160569.67 160822.25 163129.56 164984.84 167755.93 171606.09 170439.97 168581.27 171351.76 173792.45 175828.04 176939.9 177117.01 177083.73 176745.03 176196.93 182611.56 188014.92 185954.76 184494.96 183167.83 180524.44 181328.54 187435.87 194996.04 204374.93 201292.17 195052.41 198521.92 200223.83 200519.75 196011.27 191997.08 192750.21 192667.57 192761.69 192313.33 191753.09 192667.8 194197.76 196369.34 201929.26 203256.63 204732.9 206595.5 208474.13 210821.08 212445.96 212884.25 205022.9 205244.18 204724.51 204746.77 205450.39 205748.72 206371.89 207448.1 208092.12 208477.39 209324.65 210215.85 211047.43 211978.97 211985.14 211679.15 213446.55 216921.05 217735.72 216764.07 217951.31 219589.05 223310.27 226107.66 223654.09 219427.74 219772.26 217254.99 204627.48 224357.3 235892.32 224076.78 228889.07 230985.14 219731.97 210285.96 216882.85 223745.62 219470.5 217768.5 230557.67 238370.5 239944.44 234688.82 240257.17 201626.15 205828.18 211995.96 210484.31 205750.35 203890.91 255699.73 244595.07 237955.23 268060.02 261694.3 271595.88 278443.31 271947.71 269747.35 267321.47 270419.23 267834.23 271690.09 271150.88 269191.9 274712.85 275227.95 272134.96 275898.07 262849.9 261934.71 256516.63 257846.75 261881.12 266727.01 267181.82 282349.47 290561.55 289129.94 287375.02 293639.46 297524.1 302086.4 301604.99 300487.55 301917.6 300109.66 300085.71 300037.35 303791.91 301619.73 295648.96 295262.47 307660.46 302331.95 266707.96 161241.81 163830.71 179347.46 186643.64 294681.78 342468.81 334464.68 324885.87 322709.05 327138.13 325820.26 324035.67 324797.39 322675.76 324129.58 330865.63 325312.16 316326.09 310667.01 306987.92 299173.12 295603.48 291960.92 289320.45 287528.78 248473.78 271472.04 290345.67 304944.55 306071.34 357395.9 415424.21 423788.85 430099.22 432677.35 425781.19 423009.99 424819.67 423611.49 427566.36 427948.08 429116.76 428671.19 434704.15 434336.94 437725.3 434410.14 442637.08 451235.79 450470.97 445037.43 435730.7 432285.68 434900.7 437091.92 448868.19 451160.11
"51" 156946.95 160675.89 163779.24 161936.89 159949.48 157567.48 158113.73 160801.27 162579.39 164915.54 169530.22 168342.56 165428.75 168346.64 170972.35 172070.52 172344.33 173443.61 174069.86 173805.3 173221.42 179048.64 183995.68 181909.74 180298.72 180087.51 178297.94 178736.61 184685.2 191925 201761.42 198243.06 191117.71 194594.81 196996.75 195556.87 190622.38 188954.75 189407.85 189101.78 189458.91 189528.16 189310.85 189918.65 191491.68 197441.05 199516.88 200579.3 201854.75 203568.27 205103.37 207635.94 209347.32 201357.72 201484.9 201785.9 201894.58 202158.76 203128.82 203338.72 204542.33 205530.04 205358.71 205627.56 206340.8 208119.63 208403.77 209015.17 210059.14 209258.49 214393.4 218211.15 215763.93 214432.52 215082.73 219976.69 223880.41 223530.29 221907.42 216972.54 223280.77 222251.8 203389.22 221741.1 232292.5 220880.2 225840.3 227835.39 216731.99 207535.98 214132.57 220494 215800 214098.67 226963.33 235224.5 236740.28 231337.52 202721.88 201872.8 204687.49 210468.63 210497.8 201240.67 236316.5 253080.85 241957.53 235248.91 264996.17 258656.78 268747.45 275582.26 268968.29 266609.75 264299.72 267530.08 264820.07 268437.95 267998.51 265965.98 271921.08 273065.93 270025.51 260831.07 258897.67 257627.62 253795.14 254018.31 259214.85 265824.81 277496.23 280259.4 288299.79 287185.13 285538.29 291715.88 295589.44 300173.55 299845.07 299008.27 300645.57 298991.82 298912.58 298912.82 302849.99 300980.09 297113.96 296372.16 306652.34 301014.02 265620.65 160727.45 163205.1 178594.76 185739.04 293427.04 341307.79 333487.63 323817.46 321140.28 325547.48 324538.32 322727.75 323541.82 321527 323041.4 329620.74 324145.15 315251.58 309449.61 305781.41 298101.45 294524.72 290939.27 288442.92 286678 247937.42 270940.87 289614.38 304255.59 305261.81 356330.78 414293.56 423391.51 430302.33 432802.25 425714.49 422975.41 424906.75 423330.8 426768.37 427253.67 428180.7 427131.23 433451.74 433663.33 437152.44 433667.93 441693.21 449874.46 448433.62 443382.75 435079.04 431801.38 434327.38 436581.19 448431.96
"52" 154145.46 153701.51 157526.04 160507.62 158676.68 156743.87 154632.6 155578.46 158447.19 160000.08 162547.61 166869.95 164930.8 162179.22 165261.73 167462.56 168156.87 168670.96 170002.44 170948.82 170507.71 169698.68 175450.49 180095.71 177748.31 177000.58 177423.26 175432.63 176110.93 181943.58 189553.07 198958.29 194313.13 186659.69 190671.28 192414.86 191294.95 187744.41 185251.36 185797.95 185763.98 185759.27 186347.66 186654.86 187225.86 192425.6 194540.63 196480.84 197770.73 198780.68 200083.3 201084.2 204044.91 198075.21 197731.53 197336.38 197882.93 198734.95 199459.83 200638.66 200294.29 200923.2 202266.01 202498.87 202629.73 203199.25 204866.56 204628.75 205974.03 208068.33 206320.94 209999.28 214674.79 213794.27 211877.92 211914.65 216123.94 220273.83 220915.66 220084.13 218484.49 223842.86 220084.21 201171.89 218189.54 228593.27 217628.42 222639.37 224482.68 213478.8 204683.2 211387 217216.83 212044.33 210380.17 223460.5 232153.67 233509.76 194842.31 202563.74 200951.02 203540.15 210170.94 206810.73 234509.77 233668.47 250318.73 239281.28 232482.17 261773.2 255661.59 265989.55 272673.66 265776.98 263496.35 261387.65 264769.62 261870.55 265238.23 264720.79 263138.18 269517.93 270663.87 255724.96 257651.18 255496.12 254874.39 249352.86 251376.36 258240.89 275896.61 276261.35 278854.25 286215.53 285179.04 283543.95 289700.36 293557.43 298323.9 298259.47 297598.34 299437.08 297805 297585.41 297661.16 301951.74 302393.33 298168.21 295196 305454.87 299553.35 264370.86 159974.19 162403.75 177790.14 184822.97 292027.9 339976.48 332325.58 322840.25 320118.6 324328.35 323281.77 321404.85 322275.28 320397.15 322063.57 328507.36 323046.71 314257.44 308331.22 304678.62 297143.42 293555.21 289960.51 287544.63 285827.74 247373.47 270324.54 288842.93 303549.64 304446.35 355294.49 413946.98 423695.89 430481.49 432906.48 425585.65 422940.3 424989.05 422868.05 426151.34 426278.96 427112.17 425835.21 432736.18 433313.32 436188.56 432667.93 440686.39 449082.6 447650.11 442921.71 433900.63 430379.44 433497.32 435656.36
"53" 151110.34 150836.21 150586.38 154303.69 157162.32 155555.34 153916.55 151923.18 153034.64 155929.39 156983.79 159153.36 163384.55 161448.41 158878.13 162095.71 163854.56 164647.89 165253.8 166465.27 167359.2 166816.29 166435.69 172017.46 176112.85 174380.61 174203.77 174323.07 172541.43 173499.28 179111.43 186098.68 195168.15 189871.05 182247.64 187062.2 189278.6 188665.59 184215 181286.16 181787.95 181433.75 181703.67 182964.96 184091.75 187773.65 189113.21 191009.56 193340.68 194781.72 195140.79 195873.4 196716.1 192527.93 194559.57 193059.28 193137.43 194476.89 195460.11 196583.3 196751.02 196196.66 197444.6 198868.87 199489.42 199786.19 200329.65 201605.49 200779.22 202866.59 202778.26 200426.21 205949.78 211167.99 211636.69 209883.86 209514.09 212266.65 216643.5 218225.77 209790.94 208073.68 220689.56 216829.68 197819.51 214391.56 224794.35 214279.25 219288.53 220933.94 210178.37 201833.67 208543.67 213792 208312.33 207046.67 220461 229037.97 196623.04 194329.05 201199.9 199922.96 203682.54 205126.94 239260.61 231741.36 230895.02 247524.67 236432.95 229457.76 258533.74 252816.89 263228.64 269575.85 262518.32 260353.87 258441.01 261796.77 258755.95 261819.29 261782.4 260628.18 266931.96 255954.33 251927.85 253536.07 253048.72 249910.82 245715.74 250218.37 267843.13 274495.31 274962.38 276918.67 284090.23 283023.23 281411.75 287535.57 291622.93 296765.27 296783.34 296181.27 298122.4 296457.93 296134.54 296459.75 302975.17 303151.22 296833.99 293839.18 304098.1 298021.56 262993.34 159136.97 161525.97 176938.63 183793.13 290474.71 338491.26 329730.05 320419.42 318870.7 323044.29 321911.21 320042.68 321025.17 319350.65 321315.8 327698.55 322265.97 313550.44 307561.29 303920.78 296525.3 292734.88 288828.22 286494.76 284833.7 246620.96 269491.13 287853.94 302621.96 303427.05 354969.79 414366.09 424047.41 430649.24 432965.61 425479.8 422945.48 424647.4 422138.33 425607.19 425275.17 425621.73 424394.49 431592.1 432799.67 435034.71 431304.57 439275.89 447540.84 446901.73 442349.21 434506.22 431344.54 433790.46
"54" 147662.09 148085.2 147708.31 147435.5 151058.46 154167.15 152763.31 151088.58 149211.5 150335.92 152225.35 153080.48 155858.14 159863.79 157946.29 155980.75 158740.24 160108.54 161416.52 161748.16 163020.6 164070.17 163549.6 163382.12 168534.68 172456.12 171138.99 171082.68 171204.65 169661.77 169994.38 175149.48 182414.21 190895.41 185519.53 180078.57 185234.98 186214.43 185382.3 180402.86 177148.38 177668.07 177394.64 177470.38 179723.33 184254.53 184045.4 185561.92 187398.08 190027.99 191059.11 190796.52 191506.59 184749.58 188568 190533.06 189343.27 189896.96 190957.57 192001.82 192892.3 193276.7 193096.07 193817.2 195321.43 195750.04 195987.06 197117.92 198273.7 196859.06 195994.88 196871.81 197695.4 201969.9 207512.78 206482.99 204005.41 206046.95 208394.11 212931.03 214323.35 205719.91 204881.81 216737.14 212727.86 194422.77 210792.22 221144.15 210927.59 215888.59 217482.19 206824.17 198829.5 205594.83 210295.5 206273.83 205662.33 217372.39 193099.83 196371.03 192636.37 199794.83 200160.84 197813.95 236230.35 236377.77 228830.5 228100.72 244554.31 233447.06 226510.35 255499.71 250037.05 260215.07 266307.45 259205.77 257171.65 255249.21 258743.03 255570.17 258672.55 259030.58 257944.03 252216.8 251791.19 247782.72 250903.21 248969.7 246728.54 243972.59 259336.48 266392.66 273111.33 272977.9 274738.28 281726.99 280708.34 279184.27 285463.63 289945.54 295336.08 295332.02 294631.86 296621.52 294969.18 294679.79 297308.48 303562.52 301597.77 295336.79 292379.24 302613.3 296706.85 261857.99 158230.7 160649.49 176018.43 182695 288812 337713.48 329160.52 319147.06 317626.95 321724.58 320507.5 318656.53 319839.06 318299.44 320415.45 326818.93 321343.86 312724.56 306673.8 303068.9 295563.72 291683.93 287881.96 285582.37 283950.26 245988.06 268814.72 287048.93 301861.88 303211.87 355323.08 414801.86 424372.22 430752.63 432943.9 425287.13 422112.34 423476.73 421256.67 424582 423668.24 424439.78 423846.27 431230.01 432513.44 434353.61 429945.94 437766.61 446558.27 446350.89 441951.57 434012.3 430915.83
"55" 143510.21 145179.25 144943.86 144578.53 144310.71 148078.44 151232.49 149805.23 148249.25 146348.45 146782.57 148719.51 150073.02 152564.06 156350.53 155583.63 153194.86 154839.65 156655.26 158097.98 159765.2 160820.01 160746.76 160527.62 160303.91 164586.67 168564.26 168023.1 167947.81 168085.93 166184.79 166474.11 171778.13 178287.07 186752.21 184391.93 178788.31 181607.83 182479.13 181770.61 177524.31 173844.14 173654.58 173211.71 173434.18 178221.27 179776.34 180589.38 181940.48 183609.44 185070.81 185896.1 186462.04 179562.05 180067.62 182407.91 185159.96 185977.68 186557.52 187248.38 188919.98 190210.89 190163.91 189819.12 190036.31 191384.52 192284.91 192746.58 193836.03 194864.34 195751.86 195807.24 194874.88 195078.64 197880.54 201709.56 201878.07 200684.36 202566.16 204424.05 206521.75 208762.3 202362.21 200976.61 212034.04 208428.6 191072.68 207141.31 217292.29 207326.01 212436.61 213884.5 203297.17 195720.33 202582.5 209850.17 205894.5 202236.83 182718.5 192825.33 194996.03 190919.54 199219.43 195613.98 229953.71 233187.54 233284.91 225887.83 225096.73 241407.68 230452.45 223683.72 252426.43 246936.21 257065.98 262971.12 255837.85 253815.02 251991.48 255475.12 252440.16 255671.34 256062.69 243799.34 248259.11 247333.16 245038.36 246658.47 246235.74 245547.97 252676.13 257650.45 264795.33 270966.08 270702.31 272321.63 279267.82 278358.18 277029.2 283523.72 288304.2 294047.6 293889.74 292988.04 295020.92 293494.08 295218.19 297588.9 301800.91 299875.55 293724.42 290807.39 301070.99 295330.5 260511.74 157261.52 159675.11 174939.99 181419.95 285998.57 335041.17 327706.69 317852.52 316345.21 320403.45 319118.75 317427.86 318796.72 317280.52 319648.88 326027.54 320524.9 312022.95 305937.25 302090.56 294464.16 290718.7 286996.5 284730.1 283082.54 245387.09 268188.29 286268.05 301432.22 303219.53 355503.34 415028.9 424491.32 430707.61 432781.75 424792.21 421470.76 422598.42 419651.86 422802.85 422349.23 423530.17 423483.2 430891.98 431524.12 432791.2 428640.13 437572.82 446663.07 446165.8 441818.59 434059.91
"56" 137705 139326.45 141879.49 141782.28 141465.58 141007.16 144827.63 148204 146784.69 145229.82 142869.84 143367.67 145821.46 147059.69 149254.81 153502.65 152168.54 149159.22 151213.93 153087.89 153907.99 155137.66 157082.19 157652.4 157455.6 156972.25 161415.97 165585.5 164871.25 164773.15 165158.76 163186.26 163223.62 167965.8 174275.95 182925.22 180250.46 174671.78 177254.87 178340.49 176190.81 171447.77 169471.67 169507.04 169243.87 172732.6 174710.17 176384.57 177014.21 178088.46 180266.44 181546.41 181475.56 174538.68 174866.73 175446.41 178820.76 181773.94 182509.54 182998.36 184382.09 186563.88 187061.13 186816.25 186364.35 188017.38 189716.05 189208.87 189405.74 190438.57 192506.6 193175.56 193129.67 192994.11 192333.57 199548.26 204093.42 199555.49 197319.7 198943.78 204042.79 206026.4 205183.43 198528.47 196572.9 207136.05 204178.88 187619.9 203290.04 213292.42 203673.05 208828 210248.67 199791.67 192670.67 199456.17 206538.5 202353.09 170037 181997.67 191405.34 193494.96 190497.86 194774.3 227515.28 226621.02 229762.76 229966.48 222740.33 222019.8 238014.51 227433.82 220872.89 249044.81 243689.39 253405.46 259157.53 252251.77 250431.03 248560.66 252155.16 249468.89 252679.73 241876.43 240054.17 243945.55 244113.25 240743.38 243744.49 244893.73 254317.57 250680.86 255746.76 262575.43 268640.29 268382.92 270011.21 276772.84 276000.6 275008.98 281670.37 286735.91 292593.73 292211.26 291226.83 293437.59 293935.23 295527.77 295964.58 299950.92 298038 291940.01 289062.31 299336.2 293726.89 259086.28 156162.45 158483.8 173654.88 180791.23 285309.34 333533.42 326309.03 316532.88 315042.95 319054.29 318029.71 316513.74 317823.84 316327.9 318891.43 325272.59 319806.91 311427.3 305154.5 301089.62 293426.93 289749.71 286084.8 283870.3 282212.84 244746.87 267544.05 285882.58 301376.4 303221.8 355640.53 415157.91 424596.75 430632.07 432747.78 424315.54 420394.32 420866.06 417861.7 421600.57 421415.85 423259.67 423157.02 429755.9 429537.24 431361.04 428354.62 437141.43 446048.94 445684.11 441446.96
"57" 134590.47 134054.58 136037.98 138493.89 138569.8 138168.35 137829.79 141798.2 145038.05 143532.48 141722.41 139418.63 140292.38 142863.89 143963.31 146472.71 149908.06 147899.3 145359.94 147432.9 149266.51 150207.78 151455.49 153515.09 154438.97 153920.14 153461.95 158374.49 162532.75 161626.33 161712.78 161834.87 159614.32 159494.48 164212.72 171133.71 179525.41 176095.73 169757.51 172426.72 172869.91 170973.11 167178.97 164946.17 165549.24 168588.95 169105.31 171134.44 172778.29 173127.86 174697.03 177224.03 177551.53 169627.88 169826.72 170276.2 172025.14 175785.46 178267.26 178789.31 179528.87 180982.69 183156 183602.74 183255.06 183165.32 184401.53 186052.18 185980.49 185893.1 186714.83 188642.98 189412.71 190530.21 190904.06 189579.8 195121.58 200175.96 197140.77 193759.36 192000.8 196032.8 200888.81 200979.68 194026.65 192026.37 202337.41 199828.43 184018.87 199240.2 209041.1 199858.33 205237 206462.67 196200 189313.33 196108 202917.5 169931.33 169241.83 180181.84 189766.33 193208.67 184595.97 224776.17 224134.08 223062.84 226332.34 226585.3 219356.16 218617.96 234636.81 224431.57 217790.43 245583.57 240019.35 249447.57 255179.9 248526.99 246718.8 245039.38 248992.17 246357.22 238284.39 237762.07 235856.44 240778.32 239387.05 237686.11 242205.29 253292.1 252176.98 248634.02 253368.12 260138.59 266149.44 266008.6 267458.97 274259.58 273783.29 273042.1 279848.46 284941.04 290878.13 290348.66 289447.01 293611.38 293908 293793.14 294098.46 297914.58 296112.96 290220.72 287348.37 297419.46 292070.88 257526.9 154954.73 157165.74 172699.52 180057.45 283964.94 331992.04 324834.23 315184.23 313696.35 317646.89 316591.39 315064.17 316325.39 314875.24 317688.53 324032.73 318572.62 310227.94 304017.18 300008.79 292252.58 288662.07 285091.61 282847.42 281184.3 243998.68 267329.52 285942.22 301216.6 303093.03 355627.76 415201.56 424505.2 430000.18 432222.48 423784.31 419392.82 419723.37 416948.68 420632.71 420476.4 422227.51 422452.83 428513.12 428086.64 431139.28 428295.62 436657.62 445531.47 445451.58
"58" 130807.67 131190.07 130784.71 132586.89 134968.01 135062.53 134826.42 134718.34 138562.03 141584.87 140139.65 138437.81 136095.54 137077.92 139741.28 140726.32 142325.01 145452.32 143825.32 141366.05 144006.44 145872.31 146743.42 147874.53 149747.34 150604.72 150166.04 150159.6 155220.67 159333.78 158507.74 158286.99 157908.53 155509.17 155757.38 160924.56 167365.55 175386.48 171075.9 164314.07 167530.26 168410.89 166903 162713.04 160556.75 164164.14 164286.2 165199 167245.37 168790.05 169233.2 171061.52 173578.65 166223.41 164733.97 164861.62 166436.04 169028.06 172598.03 174461.31 174328.23 175405.73 177165.55 179370.79 179893.68 178627.98 178483.57 180199.44 182180.67 182522.14 182619.39 183469.81 184952.59 185661.69 187607.98 185889.58 183724.62 190199.61 196115.81 194479.84 189850.81 186542.72 189485.75 194932.41 195876.46 189378.79 187525.29 197385.95 195325.08 180115.37 194988.15 204719 195960.5 201264.17 202564.5 192338.33 185759 193135.5 170568.5 168644.33 167450.5 178188.17 189323.18 187395.21 212452.21 221098.53 220217.76 219254.89 222622.41 222898.27 215872.23 215303.76 231201.94 221117.62 214561.56 241707.26 236021.87 245218.58 251113.71 244685.59 243090.16 241806.32 245768.99 232361.09 234082.9 233258.32 232907.96 236330.1 236016.92 236000.96 250496.77 250986.6 250012.02 246034.06 250729.43 257423.43 263494.08 263359.1 264855.46 271928.29 271587.54 271090.54 277915.74 283009.3 289015.28 288465.37 289331.52 293485.4 292019.75 291753.43 291979.33 295738.35 293948.54 288321.03 285518.9 295507.54 290356.55 255983.07 153758.04 156090.07 171789.4 179093.16 282449.06 330237.87 323259.43 313708.08 312107.17 315952.05 314990.6 313491.53 314718.58 313286.56 316325.29 322627.77 317009.49 308737.94 302770.99 298841.75 291015.28 287552.84 283995.97 281761.89 280100.69 243410.67 267329.9 285913.84 300973.9 302901.21 355589.02 415141.83 424267.15 429585.18 431402.18 422794.04 418277.23 418610.62 416183.52 420036.47 419870.54 421441.73 421524.12 427884.21 428006.9 430793.43 427651.85 436187.19 445156.17
"59" 125926.28 127634.07 127622.91 127276.46 128897.14 131245.27 131652.81 131504.31 131346.25 134986.53 138175.73 136774.26 134818.05 132536.33 133613.26 135693.11 135904.16 137828.2 141155.83 139526.39 138018.84 140599.39 141980.5 143310.5 144009.45 145564.98 146821.29 146652.62 146712.91 151873.78 155921.24 154583.98 154114.95 153387.17 151330.61 151713.14 156533.38 163086.42 170327.87 165497.33 160524.04 164118.67 163811.59 162571.51 158309.12 158644.02 159807.5 160211.53 160888.55 162929.12 164374.36 165012.32 167125.39 162702.25 161627.71 159561.49 160895.08 163217.15 165827.53 169070.05 170839.34 170960.17 171625.13 172905.04 175303.59 175992.63 174766.47 174568.12 175738.07 178028.04 178485.56 178358.28 179675.29 181192.13 181443.56 179736.74 178574.12 180051.83 185091.88 191765.98 188854.61 182352.52 180060.21 184726.39 190731.59 190731.15 184779.6 182926.65 192335.28 190576.14 176216.32 190704.17 200273.17 191761.83 197319.83 198663.67 188468 182466.84 162040 168774.66 166416.16 165433.83 177333.34 185646.81 218434.34 208693.09 216922.23 216209.7 215342.25 218783.67 218994.25 212162.4 211774.6 227332.24 217659.62 210981.86 237377.09 231736.91 240909.58 246821.82 240742.31 239493.27 238292.39 230613.43 228337.74 230484.93 229970.99 228593.74 233055.9 233870.24 243619.63 247965.25 248578.66 247208.02 243254.3 247885.11 254619.12 260664.4 260495.36 262258.01 269597.03 269395.3 269010.01 275750.53 280858.85 287118.87 288250.48 288712.5 291280.86 289855.58 289557.34 289798.9 293523.25 291761.61 286401.29 283821.79 293606.09 288632.67 254433.54 152781.57 155174.69 170765.58 177980.42 280738.22 328357.19 321535.44 312050.88 310340.65 314287.94 313410.2 311896.94 313116.45 311751.61 315023.07 321364.9 315507.34 307185.66 301451.21 297563.9 289700.29 286270.18 282756.67 280542.34 279509.65 243343.36 267260.71 285816.78 300665.61 302598.34 355371.09 414490.87 422944.03 428127.97 429507.06 420693.22 416716.52 417410.74 415176.09 419379.67 419198.63 419926.23 419817.01 427429.36 427804.09 430396.01 427611.72 436133.41
"60" 122360.31 123264.97 123718.8 123770.47 123450.54 125567.96 128041.42 128066.57 127903.39 127606.21 131219.56 134344.8 132776.44 130873.39 128664.54 129226.89 130775.17 131418.79 133480.07 136632.04 136358.75 134773.37 136286.01 138075.79 139534.23 141572.95 143025.88 143027.84 142987.7 143050.75 147269.94 150904.02 150139.56 149305.3 148755.58 147169.41 147591.45 152296.63 157864.76 164723.69 162683.42 157617.71 158841.26 158891.58 158234.91 157796.75 155281.66 155571.89 155676.74 156148.36 157802.66 159712.14 160956.08 156451.05 158353.97 156854.5 155553.01 157547.54 159760.71 162268.19 164277.22 165858.2 166922.62 167375.23 168348.95 169841.72 170677.06 170698.46 170364.51 170969.22 172684.58 173636.61 174272.22 175735.31 176835.97 177809.53 177302.86 175507.04 176177.77 179682.5 182923.14 180077.25 175626.9 174715.2 181061.72 186124.2 185422.38 180020.96 178064.5 186826.1 185564.18 171982.33 186009.33 195387.17 187457.67 192978.67 194335.33 184160.29 152958.5 160153 165794.83 163816.83 164313.51 172719.82 214210.84 214206.67 204340.28 212600.83 211842.55 211055.62 214581.63 214836.84 208224.45 207539.86 223115.67 214156.09 207258.58 232691.77 227286.34 236282.11 242292.16 236626.57 235401.77 223864.18 225156.32 222019.29 226027.42 225206.48 225438.33 231101.22 241212.03 240986.81 245407.89 245496.83 244136.88 240266.79 244949.21 251582.47 257625.2 257493.86 259489.99 267164.33 267047.2 266719.59 273334.5 278597.62 286709.84 287548.5 286202.45 288652.41 287349.3 287089.37 287403.68 291092.39 289299.95 284422.69 281945.9 291519.94 286741.45 252865 151815.92 154194.46 169668.89 176806.82 278955.69 326315.02 319641.48 310165.26 308448.84 312504.47 311676.07 310250.61 311474.22 310164.9 313346.54 319793.06 314074.92 305695.52 300088.74 296242.61 288323.75 285003.19 281522.97 279777.95 279295.43 243117.2 267061.44 285587.57 300179.74 302093.64 354174.39 412879.08 421601.47 426037.03 427180.64 418913.8 414858.96 415889.5 413998.56 418156.71 417654.25 418404.26 418815.31 426606.03 427245.78 429922.45 427019.39
